"rep","K","method","rr_obs","weight_var","min_weight","max_weight","margin_error","cov_mae_X","cov_abs_err_y"
2,2,"constrained",0.354333333333333,0.220002948016741,0.573749143908324,2.07384134971197,3.1641356201817e-14,0.0158905193609421,0.183271934628154
2,3,"standard",0.354333333333333,0.331126020541342,0.472780685730285,2.95746258601072,9.34807786734382e-12,0.00955959445552148,0.199764730708529
2,3,"constrained",0.354333333333333,0.331126020541342,0.472780685730285,2.95746258601072,9.34807786734382e-12,0.00955959445552148,0.199764730708529
2,4,"standard",0.354333333333333,0.476112379799514,0.361455305680992,4.75090794528902,2.54625875939496e-10,0.0154403176198449,0.158034122922465
2,4,"constrained",0.354333333333333,0.476112379799514,0.361455305680992,4.75090794528902,2.54625875939496e-10,0.0154403176198449,0.158034122922465
2,5,"standard",0.354333333333333,0.559932408084759,0.296977057305062,5.82735839387912,6.02237426594598e-10,0.0131981635067994,0.138491218359854
2,5,"constrained",0.354333333333333,0.578524364793658,0.354333333333333,6.04425569366292,3.4623002242995e-09,0.0119779185205421,0.140190381255428
2,6,"standard",0.354333333333333,0.664281405971261,0.239654890563598,7.8716294769094,4.18288848003101e-10,0.014511039004989,0.0906889089552889
2,6,"constrained",0.354333333333333,0.696428022172982,0.354333333333333,8.35478012451297,3.13840775589824e-09,0.0123967147928363,0.0904380112112495
2,7,"standard",0.354333333333333,0.708815867824168,0.220569614801692,9.09734738804191,3.63264418545839e-11,0.0123339466625143,0.0999780128906016
2,7,"constrained",0.354333333333333,0.748318903192752,0.354333333333333,9.74354733101454,2.95420088392007e-09,0.0105293579765494,0.0993894599974783
2,8,"standard",0.354333333333333,0.728796706466008,0.204465522746909,9.64667586919392,2.93843838150565e-11,0.0104962703310196,0.111952643677997
2,8,"constrained",0.354333333333333,0.774759558769405,0.354333333333333,10.4242411394742,1.00224467614041e-09,0.00920187625387069,0.11067715301205
2,9,"standard",0.354333333333333,0.76982198128122,0.174901013188532,7.72249668442883,7.65690066906188e-10,0.0114913978085534,0.11484685931835
2,9,"constrained",0.354333333333333,0.834202836879461,0.354333333333333,8.41032811576551,5.53863704899626e-09,0.00974963293403066,0.108270298190762
2,10,"standard",0.354333333333333,0.813894947954164,0.157778883546926,8.9403527588645,1.88496551700723e-10,0.0104555369992279,0.104075326273431
2,10,"constrained",0.354333333333333,0.891468740975216,0.354333333333333,9.87180527112132,2.72625216846123e-09,0.00898172209031846,0.0938707708469009
3,2,"standard",0.364666666666667,0.231369201234956,0.571749530775643,2.09432378947217,8.14459610865015e-13,0.00919362258589871,0.0494854688990256
3,2,"constrained",0.364666666666667,0.231369201234956,0.571749530775643,2.09432378947217,8.14459610865015e-13,0.00919362258589871,0.0494854688990256
3,3,"standard",0.364666666666667,0.373609932205972,0.462450367758746,3.15369574910504,4.28984625600037e-11,0.00788224040427541,0.0311140902265863
3,3,"constrained",0.364666666666667,0.373609932205972,0.462450367758746,3.15369574910504,4.28984625600037e-11,0.00788224040427541,0.0311140902265863
3,4,"standard",0.364666666666667,0.501551176191143,0.37098502397878,4.71854436791318,5.22782372947006e-10,0.0105660358059673,0.0460291205311267
3,4,"constrained",0.364666666666667,0.502009170330449,0.37210192512384,4.72338867846487,4.66549909816649e-10,0.0104864941168503,0.046057045631303
3,5,"standard",0.364666666666667,0.565173710641254,0.316413134249374,5.48647532407404,6.75658529125656e-10,0.00930976735282428,0.0556342002521122
3,5,"constrained",0.364666666666667,0.583033413918861,0.372981049286216,5.67267310422842,2.6330220226356e-09,0.00790291738175859,0.0565311139644149
3,6,"standard",0.364666666666667,0.655253609007464,0.257833486645021,7.20038021204221,2.56935395182012e-09,0.0114253621371818,0.0023490868973155
3,6,"constrained",0.364666666666667,0.685026593416264,0.370071713445941,7.58238278745185,4.18005630109519e-10,0.00971930975595754,0.000679788822523841
3,7,"standard",0.364666666666667,0.740143126473822,0.220534892318097,9.54439180464127,1.25974863873779e-09,0.011561717358743,0.0238633825023706
3,7,"constrained",0.364666666666667,0.784495702289712,0.364722927087753,10.2898710941571,2.25513052676263e-10,0.00941315961785245,0.0283755333090714
3,8,"standard",0.364666666666667,0.786406554023654,0.193048757678665,10.7170077572829,2.8365398918595e-10,0.0105010441270639,0.0403999584301467
3,8,"constrained",0.364666666666667,0.846664320806065,0.364666666666667,11.7884118420191,6.05653527330219e-10,0.00846160671949206,0.0494704480012227
3,9,"standard",0.364666666666667,0.815173694048743,0.177143141847143,11.4945735547097,5.39933542320625e-10,0.0101431537630117,0.0652796886214624
3,9,"constrained",0.364666666666667,0.882701247753032,0.364667025927212,12.7226742722968,2.5779733903164e-10,0.00845241026998797,0.0801340568260636
3,10,"standard",0.364666666666667,0.818785342969136,0.162609606647542,10.2579163220638,3.9994646483521e-10,0.0102654122913539,0.0586885362950296
3,10,"constrained",0.364666666666667,0.886384077448307,0.364666666666667,11.3363473607991,4.05218136823038e-10,0.00861060449663161,0.0771700410640479
4,2,"standard",0.347666666666667,0.272137053708661,0.548628090248321,2.25243146084905,3.36397576461422e-14,0.0144738650650153,0.143701967869708
4,2,"constrained",0.347666666666667,0.272137053708661,0.548628090248321,2.25243146084905,3.36397576461422e-14,0.0144738650650153,0.143701967869708
4,3,"standard",0.347666666666667,0.453388370582438,0.410390765592026,3.78020960949282,4.18928003398378e-10,0.0235994319310469,0.165817172079864
4,3,"constrained",0.347666666666667,0.453388370582438,0.410390765592026,3.78020960949282,4.18928003398378e-10,0.0235994319310469,0.165817172079864
4,4,"standard",0.347666666666667,0.608606385978819,0.326210680938886,5.78675349805303,3.26000337835808e-11,0.0180039489333666,0.202918311909064
4,4,"constrained",0.347666666666667,0.619771454990864,0.347666666666667,5.8974313979773,7.01262359292798e-09,0.0169924416765387,0.203302286481951
4,5,"standard",0.347666666666667,0.745591533909097,0.256197135810769,7.46683409728532,2.3222201939177e-11,0.0150250768379524,0.200735440107995
4,5,"constrained",0.347666666666667,0.787350856881147,0.347666666666667,7.88835664398275,1.2832044871125e-09,0.0124190392886937,0.199465431179657
4,6,"standard",0.347666666666667,0.826072076649256,0.213110791556443,9.58343715070995,5.7915672257991e-11,0.0151591368561561,0.204209652366786
4,6,"constrained",0.347666666666667,0.88099048790525,0.347666666666667,10.3262969992424,2.2363828566796e-09,0.0128852895684388,0.202625632678166
4,7,"standard",0.347666666666667,0.916259824735376,0.169198601128552,8.60486048910231,7.89832976799687e-10,0.0177469288947193,0.187629432895227
4,7,"constrained",0.347666666666667,1.02191002871899,0.347666666666667,9.66111924829252,4.39858094392065e-09,0.0146303408286982,0.179625237059216
4,8,"standard",0.347666666666667,0.943733489345492,0.15619108920379,9.20456376709289,8.35966851298053e-10,0.0142130581718215,0.180226453528993
4,8,"constrained",0.347666666666667,1.05198558012692,0.347666666666667,10.3335681829643,2.32146124545807e-09,0.0119754155289198,0.170400651174787
4,9,"standard",0.347666666666667,0.980842504299254,0.140271371916091,10.2366919489584,9.94165305634453e-10,0.0134849311395065,0.173983649059341
4,9,"constrained",0.347666666666667,1.11024128172408,0.347666666666667,11.7136831890386,1.66202290818873e-09,0.0110087464038713,0.160171448123251
4,10,"standard",0.347666666666667,1.06125777931264,0.121075424467604,12.3790128650609,3.52862405961218e-10,0.0138654223187953,0.189552660610859
4,10,"constrained",0.347666666666667,1.22641245239663,0.347666666666667,14.5380767443035,1.16812159944857e-09,0.0119090924367285,0.170904216918023
5,2,"standard",0.335666666666667,0.275620263231625,0.547285284897095,2.26704193487314,1.6153745008296e-14,0.014816432679075,0.160658143319554
5,2,"constrained",0.335666666666667,0.275620263231625,0.547285284897095,2.26704193487314,1.6153745008296e-14,0.014816432679075,0.160658143319554
5,3,"standard",0.335666666666667,0.490224520796254,0.409913860199168,3.89718588568813,4.46920278562857e-12,0.0192274110514693,0.209608437020907
5,3,"constrained",0.335666666666667,0.490224520796254,0.409913860199168,3.89718588568813,4.46920278562857e-12,0.0192274110514693,0.209608437020907
5,4,"standard",0.335666666666667,0.55352757201277,0.344301862269288,5.24546371414205,4.68135974429629e-10,0.0191673422147493,0.216012407952987
5,4,"constrained",0.335666666666667,0.55352757201277,0.344301862269288,5.24546371414205,4.68135974429629e-10,0.0191673422147493,0.216012407952987
5,5,"standard",0.335666666666667,0.67733399299171,0.276736047944198,6.58399299618745,1.70923719622351e-10,0.0164998201013127,0.193912441441167
5,5,"constrained",0.335666666666667,0.69965501824362,0.335666666666667,6.83381642971944,1.84810466929974e-09,0.0146760018754958,0.190525838000293
5,6,"standard",0.335666666666667,0.751746327336894,0.22931517434128,8.32475780968735,6.73808675522025e-10,0.0165070735150426,0.190438709200669
5,6,"constrained",0.335666666666667,0.78383585221729,0.335666666666667,8.77595429118293,5.37173139303349e-10,0.0143441428041665,0.181559182587962
5,7,"standard",0.335666666666667,0.827330871875711,0.196760011359552,7.07110545182355,8.88603635118557e-11,0.0149642076274998,0.183387191923003
5,7,"constrained",0.335666666666667,0.878604028736951,0.335666666666667,7.51809900539276,2.4589850156076e-09,0.012643727652567,0.171727097798687
5,8,"standard",0.335666666666667,0.844692894033649,0.178923160771486,7.62276472970666,6.82106593430376e-11,0.0140198735214588,0.163272506623596
5,8,"constrained",0.335666666666667,0.894427989690847,0.335666666666667,8.10413509978541,4.1835099828802e-09,0.0122780255916106,0.15002060655016
5,9,"standard",0.335666666666667,0.877845383668589,0.160891147495316,6.9018779836477,3.98169497373146e-10,0.0132019508276298,0.159802428230382
5,9,"constrained",0.335666666666667,0.942284611681172,0.335666666666667,7.38340557104342,2.02760241929667e-09,0.0114834921741225,0.139465481593659
5,10,"standard",0.335666666666667,0.881332207934773,0.152640679651293,7.40378839225073,3.69902442010073e-10,0.0121237793347458,0.163809157740083
5,10,"constrained",0.335666666666667,0.950257390103702,0.335666666666667,8.03116075154455,2.14758633099166e-09,0.0105579022343418,0.140232092816966
6,2,"standard",0.358666666666667,0.289901012864798,0.534316147777247,2.34361590683059,7.18558545997894e-12,0.0231613759040346,0.0586907950193885
6,2,"constrained",0.358666666666667,0.289901012864798,0.534316147777247,2.34361590683059,7.18558545997894e-12,0.0231613759040346,0.0586907950193885
6,3,"standard",0.358666666666667,0.484359263436189,0.389336246326111,4.12135556975224,1.21469168057331e-10,0.0310786773605517,0.0103989871633443
6,3,"constrained",0.358666666666667,0.484359263436189,0.389336246326111,4.12135556975224,1.21469168057331e-10,0.0310786773605517,0.0103989871633443
6,4,"standard",0.358666666666667,0.578137335389265,0.319997392245802,5.76780430324268,2.38308595079673e-10,0.0235892117904897,0.0123734844125385
6,4,"constrained",0.358666666666667,0.597658186415076,0.358666666666667,5.98795205493656,4.94275931295363e-09,0.0211522756705535,0.0125233211807123
6,5,"standard",0.358666666666667,0.66004025450029,0.264796810396729,7.00585401161169,5.93862736764095e-11,0.0181038896440851,0.00771499151279942
6,5,"constrained",0.358666666666667,0.697677202615881,0.358666666666667,7.44607298261104,2.23872187454788e-09,0.0152468382741007,0.0124266406506481
6,6,"standard",0.358666666666667,0.730193502752505,0.239226993369884,8.00169386230516,1.09278808224644e-10,0.0145289593081806,0.021684577713853
6,6,"constrained",0.358666666666667,0.770124470497378,0.358666666666667,8.4812536977289,4.70128169727246e-09,0.0128721437359122,0.0267709868922719
6,7,"standard",0.358666666666667,0.815764727634006,0.208874767164677,10.2405755744603,6.50020592907197e-10,0.0136141742270638,0.0263085471029165
6,7,"constrained",0.358666666666667,0.877223479561091,0.358666666666667,11.1493967196705,6.93192725442771e-10,0.0117674272273241,0.0349619320185484
6,8,"standard",0.358666666666667,0.857680700953134,0.183012210631332,11.4442435351088,5.79136738565467e-11,0.0118475659831964,0.0263592345277228
6,8,"constrained",0.358666666666667,0.929771145789673,0.358666666666667,12.5832029171903,5.70159919277557e-10,0.00986704491764751,0.0363992497889811
6,9,"standard",0.358666666666667,0.868909074943664,0.161547759360584,9.8211660976144,1.32060140600743e-10,0.01218571559591,0.0023492920571937
6,9,"constrained",0.358666666666667,0.956870936165836,0.358666666666667,10.800324569104,1.66049618499642e-09,0.00995078284045354,0.0123796769623794
6,10,"standard",0.358666666666667,0.886198797914923,0.153719258938581,10.4214548659331,2.87349000149817e-09,0.0118711268978598,0.00450330610585747
6,10,"constrained",0.358666666666667,0.978376359532496,0.358666666666667,11.5025572869,4.15782008822418e-09,0.0098748551077162,0.0161192176046154
7,2,"standard",0.347,0.279434808504631,0.551264645379497,2.27586515059512,4.17443857259059e-14,0.0113013513968485,0.142262752532244
7,2,"constrained",0.347,0.279434808504631,0.551264645379497,2.27586515059512,4.17443857259059e-14,0.0113013513968485,0.142262752532244
7,3,"standard",0.347,0.494638415830379,0.41266795978064,3.89803083681117,1.80222503587402e-12,0.0176964994638454,0.144334464713406
7,3,"constrained",0.347,0.494638415830379,0.41266795978064,3.89803083681117,1.80222503587402e-12,0.0176964994638454,0.144334464713406
7,4,"standard",0.347,0.594549957609435,0.331688571861729,5.66623535531934,1.2085326073219e-09,0.0191626392015563,0.139985583958412
7,4,"constrained",0.347,0.602898168707327,0.347,5.76128963731758,3.39038142005421e-09,0.0180584316017646,0.138921661965495
7,5,"standard",0.347,0.680821913489367,0.27781687575229,6.73973924456033,6.76464440019231e-11,0.0150122229647748,0.143075627730128
7,5,"constrained",0.347,0.711424280945668,0.347,7.07114690619564,2.94343405204955e-09,0.0126383476520032,0.140352933083289
7,6,"standard",0.347,0.751762494582834,0.238681642350982,8.2068806323745,1.00259528457158e-09,0.0127005189349232,0.138171445492707
7,6,"constrained",0.347,0.783855721776614,0.347,8.6220777707752,1.87730092582328e-09,0.0105249736137574,0.133332583346768
7,7,"standard",0.347,0.817676974701546,0.204523223381111,7.01692008113178,1.4128485048559e-09,0.0134243421369062,0.12525819094607
7,7,"constrained",0.347,0.866392094118115,0.347,7.43075804252704,2.36849739820855e-09,0.0109784716243508,0.116713489956499
7,8,"standard",0.347,0.823009699716668,0.189512119546218,7.26319550492717,6.55950849193232e-10,0.011965131217277,0.134522494803202
7,8,"constrained",0.347,0.876576210709998,0.347,7.7995700695249,3.64960811571891e-09,0.0099342881597316,0.127681631628743
7,9,"standard",0.347,0.835320371937955,0.181934263243951,7.55678634293596,1.76942016594239e-10,0.0103469517449129,0.133403172670534
7,9,"constrained",0.347,0.891351352210197,0.347002596612605,8.13355949792204,1.69445124598155e-10,0.00868268130106604,0.125895177169149
7,10,"standard",0.347,0.851736144831699,0.174027668687589,8.03928814926085,6.54041931724691e-10,0.00942454290981464,0.131079045410543
7,10,"constrained",0.347,0.911237896979368,0.347000006871966,8.67627417889174,3.35808270079951e-10,0.00804208402697941,0.122531979059912
8,2,"standard",0.350666666666667,0.263635005186542,0.550842983296134,2.21580204508192,1.89848137210902e-14,0.0144970530503465,0.0103324702361141
8,2,"constrained",0.350666666666667,0.263635005186542,0.550842983296134,2.21580204508192,1.89848137210902e-14,0.0144970530503465,0.0103324702361141
8,3,"standard",0.350666666666667,0.37332399406981,0.450203579840598,3.18275744595743,4.86322093706804e-12,0.0134036536941334,0.00170097740398956
8,3,"constrained",0.350666666666667,0.37332399406981,0.450203579840598,3.18275744595743,4.86322093706804e-12,0.0134036536941334,0.00170097740398956
8,4,"standard",0.350666666666667,0.50565722190626,0.373697058767956,4.68596213377528,8.15400524878385e-10,0.0119765002656307,0.020067460781785
8,4,"constrained",0.350666666666667,0.50565722190626,0.373697058767956,4.68596213377528,8.15400524878385e-10,0.0119765002656307,0.020067460781785
8,5,"standard",0.350666666666667,0.586937857575512,0.309443563647346,5.63204006404567,6.2417943036408e-10,0.0116171830697821,0.0365039106078038
8,5,"constrained",0.350666666666667,0.607288862826838,0.363198552512368,5.85015856472322,2.02511896141289e-11,0.0109373176749677,0.0389017440121395
8,6,"standard",0.350666666666667,0.62364552406964,0.259614486760263,4.71095848496453,7.92599652577053e-10,0.0137017432521841,0.00800863389524764
8,6,"constrained",0.350666666666667,0.648876273553533,0.356237389330832,4.85738440035879,1.38020983531106e-10,0.0127300208339225,0.00802752842887533
8,7,"standard",0.350666666666667,0.703878530880361,0.22159464241516,6.28951193060883,8.46027692347207e-11,0.0133449245291434,0.000550943741643772
8,7,"constrained",0.350666666666667,0.744554801934372,0.350666666666667,6.662252169253,7.29542093402813e-10,0.0117291313574617,0.00362039715538565
8,8,"standard",0.350666666666667,0.748778188550408,0.185801750757244,6.82429241470492,1.51031964712445e-10,0.0135087416278982,0.0148734798334067
8,8,"constrained",0.350666666666667,0.80324467033871,0.350666666666667,7.35439893362,1.64758900966788e-09,0.0120154828388433,0.0102983053872612
8,9,"standard",0.350666666666667,0.763746768587003,0.173055067533629,7.1417247137067,2.69033795241569e-10,0.0129764136971477,0.00987808321064398
8,9,"constrained",0.350666666666667,0.822222460711399,0.350666666666667,7.734999094367,1.05793784843655e-09,0.0115492264700565,0.00341515390520652
8,10,"standard",0.350666666666667,0.766851680531653,0.160619600651992,6.55659443134875,2.89691493016164e-10,0.0128695063933065,0.0244115256541286
8,10,"constrained",0.350666666666667,0.827702307407114,0.350666666666667,7.08505548772655,1.13165360415834e-09,0.0117045036160459,0.0177517241472316
9,2,"standard",0.353666666666667,0.199806959357055,0.602430177056642,1.96918538543331,8.47926506786223e-10,0.00136506844769691,0.04971910089303
9,2,"constrained",0.353666666666667,0.199806959357055,0.602430177056642,1.96918538543331,8.47926506786223e-10,0.00136506844769691,0.04971910089303
9,3,"standard",0.353666666666667,0.312731490454951,0.491698321935244,2.88129578094817,6.15077433430145e-10,0.00728058998513956,0.0257803266996639
9,3,"constrained",0.353666666666667,0.312731490454951,0.491698321935244,2.88129578094817,6.15077433430145e-10,0.00728058998513956,0.0257803266996639
9,4,"standard",0.353666666666667,0.346115957341583,0.43907778609081,3.48933887626311,9.1561191961631e-10,0.00597463778186592,0.0426661107242705
9,4,"constrained",0.353666666666667,0.346115957341583,0.43907778609081,3.48933887626311,9.1561191961631e-10,0.00597463778186592,0.0426661107242705
9,5,"standard",0.353666666666667,0.450909304903005,0.341883139973925,4.58090146477973,1.22051257989142e-11,0.0091669152277481,0.0148590707621699
9,5,"constrained",0.353666666666667,0.457122633000504,0.370194892178025,4.66200926413507,1.45666256834431e-10,0.00810344352482625,0.0157849323351393
9,6,"standard",0.353666666666667,0.509032934362832,0.295606822628376,5.48398611367942,1.75840292326868e-09,0.0105131570579335,0.0148517153563135
9,6,"constrained",0.353666666666667,0.521336763621679,0.374218986745352,5.64709934610724,2.81485723618857e-10,0.00960233763751697,0.0145068832279505
9,7,"standard",0.353666666666667,0.541644498406795,0.266085529648427,6.5653844771216,4.02486377559796e-10,0.0112983854610965,0.0110406213408911
9,7,"constrained",0.353666666666667,0.560334074442681,0.361283746798559,6.86632759074993,1.50964074574489e-09,0.0104301641854849,0.0101832834581039
9,8,"standard",0.353666666666667,0.580388813268422,0.215919424407231,5.92839398925521,5.2348136936331e-10,0.0121909614455791,0.0181636235559248
9,8,"constrained",0.353666666666667,0.606604504548992,0.353666666666667,6.26749644342302,5.73932013026024e-10,0.0108505001897567,0.017770554860022
9,9,"standard",0.353666666666667,0.607215146121029,0.19772584676215,6.44867730049159,1.27238930502926e-09,0.0110691007812438,0.0237913798524334
9,9,"constrained",0.353666666666667,0.640664882112765,0.353667059613484,6.90536611404026,6.61215560082695e-09,0.00994218226938776,0.021958713989034
9,10,"standard",0.353666666666667,0.616952784451833,0.188099517401345,6.83710439450577,1.67140229434537e-09,0.0106576779944337,0.0207613492555181
9,10,"constrained",0.353666666666667,0.653601278699469,0.353677129456686,7.37209708334871,3.24888227432041e-10,0.00968457480325489,0.0169491456316198
10,2,"standard",0.348666666666667,0.223340476699965,0.566037461849242,2.11289935769761,2.70929945145326e-11,0.0250250970522611,0.0989961770815728
10,2,"constrained",0.348666666666667,0.223340476699965,0.566037461849242,2.11289935769761,2.70929945145326e-11,0.0250250970522611,0.0989961770815728
10,3,"standard",0.348666666666667,0.388570998441524,0.428326456501219,3.50914708510223,5.91815485506686e-12,0.0266754597875631,0.0743382994197834
10,3,"constrained",0.348666666666667,0.388570998441524,0.428326456501219,3.50914708510223,5.91815485506686e-12,0.0266754597875631,0.0743382994197834
10,4,"standard",0.348666666666667,0.467196664125013,0.366876015678338,4.67838257968302,2.82352474734182e-10,0.0159054747347769,0.0616708019535044
10,4,"constrained",0.348666666666667,0.467196664125013,0.366876015678338,4.67838257968302,2.82352474734182e-10,0.0159054747347769,0.0616708019535044
10,5,"standard",0.348666666666667,0.565361581578058,0.295186412395598,5.81978363677986,7.36639638176939e-11,0.0149076328115583,0.0431852487758464
10,5,"constrained",0.348666666666667,0.581966488037125,0.348666666666667,6.00158568839319,2.20096163516814e-09,0.0137656411423396,0.0416613235884462
10,6,"standard",0.348666666666667,0.638132738182127,0.239309032929525,7.55971097109182,6.86153467377437e-10,0.0172356875488785,0.0200091983593409
10,6,"constrained",0.348666666666667,0.667326154838788,0.348666666666667,7.97914095706886,1.13914200294829e-09,0.0157243586985427,0.0166315622762379
10,7,"standard",0.348666666666667,0.71499680505677,0.213981133465082,9.25091531318773,6.68534116954334e-11,0.0138206198783742,0.0139507941427413
10,7,"constrained",0.348666666666667,0.756122094621865,0.348666666666667,9.89195756182223,7.67902852416569e-10,0.0125384791675284,0.00910624415513284
10,8,"standard",0.348666666666667,0.747475294497026,0.19189575889926,10.1203842349175,1.58196233890351e-10,0.0130542871782063,0.0167770259098374
10,8,"constrained",0.348666666666667,0.794265794183206,0.348666666666667,10.8866162081327,5.4000726112946e-10,0.0120402713553559,0.0110947065106717
10,9,"standard",0.348666666666667,0.796108899150825,0.175236928441532,11.0201615016089,2.81253909051316e-10,0.0108418275871644,0.00497628074004774
10,9,"constrained",0.348666666666667,0.855901912159137,0.348666666666667,12.0081047268258,9.66810076441504e-10,0.00998540493746512,0.00275041247490049
10,10,"standard",0.348666666666667,0.841467648375843,0.160450465111453,12.3153047609619,5.12956011000654e-10,0.0099363706467388,0.0229500341306799
10,10,"constrained",0.348666666666667,0.911863563593428,0.348666666666667,13.5204019370675,3.42574413281227e-10,0.009104150538068,0.0136115461748469
11,2,"standard",0.344333333333333,0.274570433201825,0.544708146494639,2.26551944050804,5.04496444619917e-12,0.0170577958444392,0.120827538895341
11,2,"constrained",0.344333333333333,0.274570433201825,0.544708146494639,2.26551944050804,5.04496444619917e-12,0.0170577958444392,0.120827538895341
11,3,"standard",0.344333333333333,0.434574442766319,0.428752835761306,3.540746560451,6.41631192621617e-12,0.0155626990843771,0.142918350113861
11,3,"constrained",0.344333333333333,0.434574442766319,0.428752835761306,3.540746560451,6.41631192621617e-12,0.0155626990843771,0.142918350113861
11,4,"standard",0.344333333333333,0.548183918111724,0.356223838291707,5.03035952910633,1.73639991274399e-11,0.0120044681132981,0.16610513200582
11,4,"constrained",0.344333333333333,0.548183918111724,0.356223838291707,5.03035952910633,1.73639991274399e-11,0.0120044681132981,0.16610513200582
11,5,"standard",0.344333333333333,0.66324820863029,0.278225041824681,6.58463475247354,6.49968967536552e-12,0.0132909059448092,0.163042984553472
11,5,"constrained",0.344333333333333,0.692225546374489,0.344333333333333,6.91114798491604,4.25781637725109e-09,0.0108637014424717,0.160038496183651
11,6,"standard",0.344333333333333,0.778013668792102,0.229953134518225,8.44156259509755,3.48003625916249e-10,0.0132875039772612,0.164979259734652
11,6,"constrained",0.344333333333333,0.823830508119445,0.345197322952081,8.97089241678356,1.06336550675934e-10,0.0107897477606238,0.160212004829561
11,7,"standard",0.344333333333333,0.835783902229311,0.200151628506154,10.6740673687462,5.62058510844565e-10,0.0136991947551405,0.166803778100004
11,7,"constrained",0.344333333333333,0.89984096131726,0.344451708359875,11.6633016350846,1.38360434220886e-10,0.0113367626099192,0.159350478861632
11,8,"standard",0.344333333333333,0.856613499970325,0.16778403607571,8.8711878374373,9.20501452839062e-11,0.0131757846666018,0.177016000250013
11,8,"constrained",0.344333333333333,0.936969718112259,0.344333333333333,9.7409228227691,2.87834278633881e-09,0.0106082275758615,0.166466256511099
11,9,"standard",0.344333333333333,0.859515394715321,0.158073588808612,8.04894979691538,1.93620897093183e-10,0.0127823783353397,0.164029018909412
11,9,"constrained",0.344333333333333,0.937924879531646,0.344333333333333,8.78466286037639,2.45726200498453e-09,0.0107542908137652,0.149549341953916
11,10,"standard",0.344333333333333,0.886729295455438,0.146060756306849,8.10435452286431,3.09563485956232e-10,0.0118018150938391,0.154084721574704
11,10,"constrained",0.344333333333333,0.970816013860796,0.344333333333333,8.98418062222283,1.22070442643007e-09,0.0101670327743021,0.136889604938621
12,2,"standard",0.352666666666667,0.319988588598502,0.546042913861872,2.40710906556761,4.38316050122012e-12,0.00754524937856739,0.0666278070686508
12,2,"constrained",0.352666666666667,0.319988588598502,0.546042913861872,2.40710906556761,4.38316050122012e-12,0.00754524937856739,0.0666278070686508
12,3,"standard",0.352666666666667,0.507238668749286,0.417921358696325,3.95319031400729,1.80266912508387e-11,0.0165405540345368,0.129236786776155
12,3,"constrained",0.352666666666667,0.507238668749286,0.417921358696325,3.95319031400729,1.80266912508387e-11,0.0165405540345368,0.129236786776155
